0 1.01 0
0.01 1.01 0.00279684
0.02 1.01006 0.00558648
0.03 1.01017 0.0083675
0.04 1.01034 0.0111384
0.05 1.01056 0.0138979
0.06 1.01084 0.0166445
0.07 1.01117 0.0193767
0.08 1.01156 0.0220932
0.09 1.012 0.0247926
0.1 1.01249 0.0274734
0.11 1.01304 0.0301344
0.12 1.01365 0.032774
0.13 1.0143 0.0353909
0.14 1.01501 0.0379838
0.15 1.01577 0.0405513
0.16 1.01658 0.043092
0.17 1.01744 0.0456045
0.18 1.01835 0.0480876
0.19 1.01932 0.0505398
0.2 1.02033 0.05296
0.21 1.02139 0.0553466
0.22 1.02249 0.0576985
0.23 1.02365 0.0600142
0.24 1.02485 0.0622926
0.25 1.02609 0.0645323
0.26 1.02738 0.066732
0.27 1.02872 0.0688905
0.28 1.0301 0.0710066
0.29 1.03152 0.0730788
0.3 1.03298 0.0751062
0.31 1.03448 0.0770873
0.32 1.03602 0.079021
0.33 1.0376 0.0809061
0.34 1.03922 0.0827414
0.35 1.04087 0.0845257
0.36 1.04257 0.0862579
0.37 1.04429 0.0879369
0.38 1.04605 0.0895614
0.39 1.04784 0.0911305
0.4 1.04966 0.0926429
0.41 1.05152 0.0940977
0.42 1.0534 0.0954937
0.43 1.05531 0.09683
0.44 1.05724 0.0981055
0.45 1.05921 0.0993193
0.46 1.06119 0.10047
0.47 1.0632 0.101558
0.48 1.06523 0.10258
0.49 1.06728 0.103538
0.5 1.06936 0.104429
0.51 1.07144 0.105252
0.52 1.07355 0.106008
0.53 1.07567 0.106695
0.54 1.0778 0.107312
0.55 1.07995 0.107859
0.56 1.08211 0.108336
0.57 1.08427 0.10874
0.58 1.08645 0.109072
0.59 1.08863 0.109332
0.6 1.09082 0.109518
0.61 1.09301 0.10963
0.62 1.0952 0.109668
0.63 1.09739 0.109631
0.64 1.09959 0.109519
0.65 1.10178 0.109331
0.66 1.10396 0.109068
0.67 1.10614 0.108728
0.68 1.10832 0.108313
0.69 1.11048 0.10782
0.7 1.11264 0.107252
0.71 1.11479 0.106606
0.72 1.11692 0.105884
0.73 1.11904 0.105085
0.74 1.12114 0.104209
0.75 1.12322 0.103257
0.76 1.12529 0.102229
0.77 1.12733 0.101125
0.78 1.12935 0.0999444
0.79 1.13135 0.0986887
0.8 1.13333 0.097358
0.81 1.13527 0.0959526
0.82 1.13719 0.094473
0.83 1.13908 0.0929198
0.84 1.14094 0.0912936
0.85 1.14277 0.0895951
0.86 1.14456 0.0878249
0.87 1.14631 0.0859839
0.88 1.14803 0.0840728
0.89 1.14972 0.0820926
0.9 1.15136 0.0800441
0.91 1.15296 0.0779284
0.92 1.15452 0.0757465
0.93 1.15603 0.0734995
0.94 1.1575 0.0711885
0.95 1.15893 0.0688148
0.96 1.1603 0.0663796
0.97 1.16163 0.0638842
0.98 1.16291 0.0613299
0.99 1.16413 0.0587182
1 1.16531 0.0560505
1.01 1.16643 0.0533284
1.02 1.1675 0.0505532
1.03 1.16851 0.0477268
1.04 1.16946 0.0448506
1.05 1.17036 0.0419263
1.06 1.1712 0.0389557
1.07 1.17198 0.0359405
1.08 1.1727 0.0328824
1.09 1.17335 0.0297835
1.1 1.17395 0.0266453
1.11 1.17448 0.02347
1.12 1.17495 0.0202593
1.13 1.17536 0.0170152
1.14 1.1757 0.0137397
1.15 1.17597 0.0104348
1.16 1.17618 0.00710249
1.17 1.17632 0.0037448
1.18 1.1764 0.000363786
1.19 1.1764 -0.00303849
1.2 1.17634 -0.00645995
1.21 1.17621 -0.00989851
1.22 1.17602 -0.0133521
1.23 1.17575 -0.0168186
1.24 1.17541 -0.0202959
1.25 1.17501 -0.0237819
1.26 1.17453 -0.0272745
1.27 1.17399 -0.0307716
1.28 1.17337 -0.0342711
1.29 1.17268 -0.037771
1.3 1.17193 -0.0412692
1.31 1.1711 -0.0447636
1.32 1.17021 -0.0482521
1.33 1.16924 -0.0517328
1.34 1.16821 -0.0552037
1.35 1.1671 -0.0586628
1.36 1.16593 -0.0621081
1.37 1.16469 -0.0655376
1.38 1.16338 -0.0689496
1.39 1.162 -0.0723421
1.4 1.16055 -0.0757133
1.41 1.15904 -0.0790613
1.42 1.15746 -0.0823845
1.43 1.15581 -0.0856811
1.44 1.1541 -0.0889493
1.45 1.15232 -0.0921876
1.46 1.15047 -0.0953943
1.47 1.14857 -0.0985679
1.48 1.14659 -0.101707
1.49 1.14456 -0.10481
1.5 1.14246 -0.107875
1.51 1.14031 -0.110901
1.52 1.13809 -0.113887
1.53 1.13581 -0.116832
1.54 1.13347 -0.119733
1.55 1.13108 -0.122591
1.56 1.12863 -0.125404
1.57 1.12612 -0.12817
1.58 1.12356 -0.130889
1.59 1.12094 -0.13356
1.6 1.11827 -0.136182
1.61 1.11554 -0.138754
1.62 1.11277 -0.141276
1.63 1.10994 -0.143745
1.64 1.10707 -0.146163
1.65 1.10414 -0.148527
1.66 1.10117 -0.150839
1.67 1.09816 -0.153096
1.68 1.0951 -0.155298
1.69 1.09199 -0.157446
1.7 1.08884 -0.159538
1.71 1.08565 -0.161575
1.72 1.08242 -0.163555
1.73 1.07915 -0.165479
