0 0.99 0
0.01 0.99 0.00319686
0.02 0.990064 0.00638564
0.03 0.990192 0.0095648
0.04 0.990383 0.0127329
0.05 0.990638 0.0158883
0.06 0.990955 0.0190295
0.07 0.991336 0.0221552
0.08 0.991779 0.0252637
0.09 0.992284 0.0283535
0.1 0.992851 0.0314233
0.11 0.99348 0.0344714
0.12 0.994169 0.0374965
0.13 0.994919 0.040497
0.14 0.995729 0.0434716
0.15 0.996599 0.0464186
0.16 0.997527 0.0493367
0.17 0.998514 0.0522245
0.18 0.999558 0.0550804
0.19 1.00066 0.057903
0.2 1.00182 0.060691
0.21 1.00303 0.0634428
0.22 1.0043 0.066157
0.23 1.00562 0.0688323
0.24 1.007 0.0714671
0.25 1.00843 0.0740602
0.26 1.00991 0.0766101
0.27 1.01144 0.0791154
0.28 1.01303 0.0815747
0.29 1.01466 0.0839867
0.3 1.01634 0.0863499
0.31 1.01806 0.0886631
0.32 1.01984 0.0909248
0.33 1.02166 0.0931338
0.34 1.02352 0.0952888
0.35 1.02542 0.0973883
0.36 1.02737 0.0994311
0.37 1.02936 0.101416
0.38 1.03139 0.103341
0.39 1.03346 0.105206
0.4 1.03556 0.10701
0.41 1.0377 0.10875
0.42 1.03987 0.110426
0.43 1.04208 0.112036
0.44 1.04432 0.11358
0.45 1.0466 0.115056
0.46 1.0489 0.116463
0.47 1.05123 0.117801
0.48 1.05358 0.119067
0.49 1.05596 0.120261
0.5 1.05837 0.121381
0.51 1.0608 0.122428
0.52 1.06324 0.123399
0.53 1.06571 0.124294
0.54 1.0682 0.125112
0.55 1.0707 0.125852
0.56 1.07322 0.126513
0.57 1.07575 0.127094
0.58 1.07829 0.127594
0.59 1.08084 0.128014
0.6 1.0834 0.128351
0.61 1.08597 0.128606
0.62 1.08854 0.128778
0.63 1.09112 0.128865
0.64 1.09369 0.128868
0.65 1.09627 0.128786
0.66 1.09885 0.128619
0.67 1.10142 0.128366
0.68 1.10399 0.128027
0.69 1.10655 0.127601
0.7 1.1091 0.127088
0.71 1.11164 0.126488
0.72 1.11417 0.125801
0.73 1.11669 0.125027
0.74 1.11919 0.124166
0.75 1.12167 0.123217
0.76 1.12414 0.122181
0.77 1.12658 0.121058
0.78 1.129 0.119847
0.79 1.1314 0.118551
0.8 1.13377 0.117168
0.81 1.13611 0.115699
0.82 1.13843 0.114144
0.83 1.14071 0.112504
0.84 1.14296 0.11078
0.85 1.14517 0.108972
0.86 1.14735 0.107081
0.87 1.14949 0.105108
0.88 1.1516 0.103053
0.89 1.15366 0.100917
0.9 1.15568 0.0987018
0.91 1.15765 0.0964078
0.92 1.15958 0.0940363
0.93 1.16146 0.0915884
0.94 1.16329 0.0890653
0.95 1.16507 0.0864683
0.96 1.1668 0.0837988
0.97 1.16848 0.0810582
0.98 1.1701 0.078248
0.99 1.17166 0.0753696
1 1.17317 0.0724248
1.01 1.17462 0.0694151
1.02 1.17601 0.0663423
1.03 1.17733 0.0632082
1.04 1.1786 0.0600146
1.05 1.1798 0.0567633
1.06 1.18093 0.0534564
1.07 1.182 0.0500957
1.08 1.18301 0.0466834
1.09 1.18394 0.0432214
1.1 1.1848 0.039712
1.11 1.1856 0.0361573
1.12 1.18632 0.0325594
1.13 1.18697 0.0289207
1.14 1.18755 0.0252434
1.15 1.18806 0.0215298
1.16 1.18849 0.0177823
1.17 1.18884 0.0140032
1.18 1.18912 0.0101948
1.19 1.18933 0.00635972
1.2 1.18945 0.00250024
1.21 1.1895 -0.00138115
1.22 1.18948 -0.00528201
1.23 1.18937 -0.00919987
1.24 1.18919 -0.0131322
1.25 1.18892 -0.0170767
1.26 1.18858 -0.0210306
1.27 1.18816 -0.0249917
1.28 1.18766 -0.0289574
1.29 1.18708 -0.0329252
1.3 1.18642 -0.0368927
1.31 1.18569 -0.0408575
1.32 1.18487 -0.0448171
1.33 1.18397 -0.0487691
1.34 1.183 -0.0527112
1.35 1.18194 -0.0566409
1.36 1.18081 -0.060556
1.37 1.1796 -0.0644541
1.38 1.17831 -0.068333
1.39 1.17694 -0.0721904
1.4 1.1755 -0.0760241
1.41 1.17398 -0.0798321
1.42 1.17238 -0.0836121
1.43 1.17071 -0.087362
1.44 1.16896 -0.09108
1.45 1.16714 -0.0947639
1.46 1.16525 -0.0984119
1.47 1.16328 -0.102022
1.48 1.16124 -0.105593
1.49 1.15912 -0.109122
1.5 1.15694 -0.112608
1.51 1.15469 -0.116049
1.52 1.15237 -0.119444
1.53 1.14998 -0.122791
1.54 1.14752 -0.126088
1.55 1.145 -0.129335
1.56 1.14242 -0.13253
1.57 1.13977 -0.135671
1.58 1.13705 -0.138757
1.59 1.13428 -0.141788
1.6 1.13144 -0.144762
1.61 1.12855 -0.147678
1.62 1.12559 -0.150535
1.63 1.12258 -0.153332
1.64 1.11952 -0.156069
1.65 1.11639 -0.158744
1.66 1.11322 -0.161357
1.67 1.10999 -0.163908
1.68 1.10671 -0.166395
1.69 1.10339 -0.168818
1.7 1.10001 -0.171178
1.71 1.09659 -0.173472
1.72 1.09312 -0.175702
1.73 1.0896 -0.177866
1.74 1.08605 -0.179965
1.75 1.08245 -0.181998
1.76 1.07881 -0.183966
1.77 1.07513 -0.185867
1.78 1.07141 -0.187704
1.79 1.06766 -0.189474
1.8 1.06387 -0.191179
1.81 1.06004 -0.192819
1.82 1.05619 -0.194393
1.83 1.0523 -0.195903
1.84 1.04838 -0.197348
1.85 1.04443 -0.198728
1.86 1.04046 -0.200045
1.87 1.03646 -0.201299
1.88 1.03243 -0.20249
1.89 1.02838 -0.203618
1.9 1.02431 -0.204685
1.91 1.02022 -0.205691
1.92 1.0161 -0.206636
1.93 1.01197 -0.207521
1.94 1.00782 -0.208346
1.95 1.00365 -0.209114
1.96 0.999469 -0.209823
1.97 0.995273 -0.210476
1.98 0.991063 -0.211072
1.99 0.986842 -0.211613
2 0.98261 -0.212099
2.01 0.978368 -0.212532
2.02 0.974117 -0.212912
2.03 0.969859 -0.21324
2.04 0.965594 -0.213517
2.05 0.961324 -0.213744
2.06 0.957049 -0.213922
2.07 0.95277 -0.214052
2.08 0.948489 -0.214134
2.09 0.944207 -0.21417
2.1 0.939923 -0.214161
2.11 0.93564 -0.214107
2.12 0.931358 -0.21401
2.13 0.927078 -0.213871
2.14 0.9228 -0.21369
2.15 0.918526 -0.213469
2.16 0.914257 -0.213209
2.17 0.909993 -0.21291
2.18 0.905735 -0.212574
2.19 0.901483 -0.212201
2.2 0.897239 -0.211793
